scen_id,src_node,node_id,peak_conc,t_peak_min,mean_flow_m3s,mean_vel_ms,detected
0028,J6,J3,0.0,,0.0,0.0,0
0028,J6,J4,0.0,,0.0,0.0,0
0028,J6,J6,2075.8662,566.0,0.000135,0.0,1
0028,J6,J7,0.0,,0.0,0.0,0
0028,J6,J8,2075.8662,715.0,0.000141,0.0,1
0028,J6,J9,2075.0659,870.0,0.000143,0.0,1
0028,J6,J10,2024.0539,875.0,0.000146,0.0,1
0028,J6,SU1,1592.926,1184.0,0.000146,0.0,1
0028,J6,J_out,1592.926,1185.0,1e-05,0.0,1
0028,J6,O2,1591.6565,1187.0,9e-06,0.0,1
0029,J7,J1,0.0,,0.0,0.0,0
0029,J7,J5,0.0,,0.0,0.0,0
0029,J7,J2,0.0,,0.0,0.0,0
0029,J7,J11,6290.1267,1064.0,0.000127,0.0,1
0029,J7,J3,0.0,,0.0,0.0,0
0029,J7,J4,0.0,,0.0,0.0,0
0029,J7,J6,6706.8008,796.0,0.000118,0.0,1
0029,J7,J7,6732.0261,659.0,0.000116,0.0,1
0029,J7,J8,6705.0864,797.0,0.000124,0.0,1
0029,J7,J9,6634.7353,972.0,0.000125,0.0,1
0029,J7,J10,6331.1333,995.0,0.000129,0.0,1
0029,J7,SU1,4714.1746,1127.0,0.000128,0.0,1
0029,J7,J_out,4714.1746,1128.0,7e-06,0.0,1
0029,J7,O2,4676.2531,1142.0,7e-06,0.0,1
0030,J1,J1,14444.4444,27.0,4.6e-05,1e-06,1
0030,J1,J5,13836.8176,77.0,5.2e-05,0.0,1
0030,J1,J2,0.0,,0.0,0.0,0
0030,J1,J11,8817.6736,321.0,1.5e-05,0.0,1
0030,J1,J3,0.0,,0.0,0.0,0
0030,J1,J4,0.0,,0.0,0.0,0
0030,J1,J6,12873.6406,176.0,5.4e-05,0.0,1
0030,J1,J7,0.0,,0.0,0.0,0
0030,J1,J8,12865.697,177.0,4.7e-05,0.0,1
0030,J1,J9,12104.6247,292.0,4.4e-05,0.0,1
0030,J1,J10,10361.4324,316.0,3.7e-05,0.0,1
0030,J1,SU1,0.0,,2e-05,0.0,0
0030,J1,J_out,0.0,,0.0,0.0,0
0030,J1,O2,0.0,,0.0,0.0,0
0031,J8,J1,0.0,,0.0,0.0,0
0031,J8,J5,0.0,,0.0,0.0,0
0031,J8,J2,0.0,,0.0,0.0,0
0031,J8,J11,865.5363,584.0,0.000119,0.0,1
0031,J8,J3,0.0,,0.0,0.0,0
0031,J8,J4,0.0,,0.0,0.0,0
0031,J8,J6,0.0,,0.0,0.0,0
0031,J8,J7,0.0,,0.0,0.0,0
